property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent
creative-newly-renovated-home-for-rental,creativeproperties,Newly Renovated Home for Rental,Newly renovated home for rental,"Thepa ena ya mofuta wa house e fumaneha Hills View, Maseru, Hills View. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 27,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",27000.0,LSL,Maseru,"Hills View, Maseru, Hills View",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-newly-renovated-home-for-rental\\\\image_1.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-newly-renovated-home-for-rental\\\\image_2.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-newly-renovated-home-for-rental\\\\image_3.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-newly-renovated-home-for-rental\\\\image_4.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-newly-renovated-home-for-rental\\\\image_5.jpeg\""]""",https://creativeproperties.co.ls/properties/newly-renovated-home-for-rental/,New,Traditional,Hillside,"""[\""yard\"", \""furnished\""]""",rent
creative-new-housing-development-now-selling_under-construction,creativeproperties,New Housing Development Now Selling_Under Construction,Modern Contemporary Barn-Style Family Homes For Sale,"Thepa ena ya mofuta wa house e fumaneha Maseru, Lesia. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1700000.0,LSL,Maseru,"Maseru, Lesia",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-new-housing-development-now-selling_under-construction\\\\image_1.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-new-housing-development-now-selling_under-construction\\\\image_2.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-new-housing-development-now-selling_under-construction\\\\image_3.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-new-housing-development-now-selling_under-construction\\\\image_4.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-new-housing-development-now-selling_under-construction\\\\image_5.jpeg\""]""",https://creativeproperties.co.ls/properties/new-housing-development-now-selling_under-construction/,New,Modern,Suburban,"""[\""yard\"", \""furnished\""]""",sale
creative-rental-home,creativeproperties,Rental Home,Beautiful Home for Rental,"Thepa ena ya mofuta wa house e fumaneha Maseru, Ha Matala. E na le dikamore tse 5 le dibate tse 4 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000.0,LSL,Maseru,"Maseru, Ha Matala",House,5,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-rental-home\\\\image_1.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-rental-home\\\\image_2.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-rental-home\\\\image_3.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-rental-home\\\\image_4.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-rental-home\\\\image_5.jpeg\""]""",https://creativeproperties.co.ls/properties/rental-home/,Good,Traditional,Suburban,"""[\""yard\"", \""furnished\""]""",rent
creative-7251,creativeproperties,Rental Unit Arrival Centre,Rental Unit,"Thepa ena ya mofuta wa house e fumaneha Arrival Centre, Maseru, Arrival Center. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko e sa hlaloswang. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",,LSL,Maseru,"Arrival Centre, Maseru, Arrival Center",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-7251\\\\image_1.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-7251\\\\image_2.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-7251\\\\image_3.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-7251\\\\image_4.jpeg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\creativeproperties\\\\creative-7251\\\\image_5.jpeg\""]""",https://creativeproperties.co.ls/properties/7251/,Good,Traditional,Suburban,"""[\""yard\"", \""furnished\""]""",rent
propmarket-55wgNg6vcMiZB1T01cRFN,propmarket,"2 Bedrooms, House","2 bedroom\nLounge\nDining \nKitchen with sink, bathroom with bathtub, \nToilet and basin located at Tsoapo le Bolila along tar road.","Thepa ena ya mofuta wa house e fumaneha Tsoapo Le Bolila, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",600000.0,LSL,Maseru,"Tsoapo Le Bolila, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-55wgNg6vcMiZB1T01cRFN\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-55wgNg6vcMiZB1T01cRFN\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-55wgNg6vcMiZB1T01cRFN\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-55wgNg6vcMiZB1T01cRFN\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/55wgNg6vcMiZB1T01cRFN,Good,Traditional,Urban,"""[\""road access\"", \""tar road\"", \""bathtub\""]""",sale
propmarket--W_SCLUM4oeyqk-b1OnxZ,propmarket,"3 Bedrooms, House",Ha Foso \n3 minutes walk from main road\n3 bedroom \nDouble garage \n900 square meters\n,"Thepa ena ya mofuta wa house e fumaneha Ha Foso, Berea. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 850,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",850000.0,LSL,Berea,"Ha Foso, Berea",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--W_SCLUM4oeyqk-b1OnxZ\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--W_SCLUM4oeyqk-b1OnxZ\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--W_SCLUM4oeyqk-b1OnxZ\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--W_SCLUM4oeyqk-b1OnxZ\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/-W_SCLUM4oeyqk-b1OnxZ,Good,Traditional,Suburban,"""[\""garage\"", \""road access\""]""",sale
propmarket-kPrkKpn3vWkkCZuvJ84Uv,propmarket,"4 Units, 2 Bedrooms, Duplex","4 duplex in the yard. Engoe le engoe ena le 5 rooms e leng sitting room, kitchen, 2 bedrooms and bathroom fitted.","Thepa ena ya mofuta wa townhouse e fumaneha Ha Matala, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000.0,LSL,Maseru,"Ha Matala, Maseru",Townhouse,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-kPrkKpn3vWkkCZuvJ84Uv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-kPrkKpn3vWkkCZuvJ84Uv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-kPrkKpn3vWkkCZuvJ84Uv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-kPrkKpn3vWkkCZuvJ84Uv\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/kPrkKpn3vWkkCZuvJ84Uv,Good,Family,Garden,"""[\""yard\""]""",sale
propmarket-oj_xuOc0uxThqwcxAWGEU,propmarket,Shopping Centre,"The shopping centre is located at Maseru South, with 100% Occupancy Rate.. It can be used as \n.Grocery shop\n.Offsales\n.Butchery\n.Pharmacy\n.Telephone/Computer Repair Shop\n.Botique Outlet\n.Fast Food outlet\n.\n\n","Thepa ena ya mofuta wa commercial e fumaneha Maseru South Village, Maseru. E na le sebaka sena le dibate tse 1 mme e fumaneha ka theko ya M 4,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4500000.0,LSL,Maseru,"Maseru South Village, Maseru",Commercial,0,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-oj_xuOc0uxThqwcxAWGEU\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-oj_xuOc0uxThqwcxAWGEU\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-oj_xuOc0uxThqwcxAWGEU\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-oj_xuOc0uxThqwcxAWGEU\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/oj_xuOc0uxThqwcxAWGEU,Good,Contemporary,Urban,"""[]""",sale
propmarket-j7OKpdwoVzgjB5YPW6h7t,propmarket,"4 Bedrooms, House",This beautiful double story house is at Makhoakhoeng Ha Nnelese with just 2.6M,"Thepa ena ya mofuta wa house e fumaneha Makhoakhoeng, Maseru. E na le dikamore tse 4 le dibate tse 2 mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000.0,LSL,Maseru,"Makhoakhoeng, Maseru",House,4,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j7OKpdwoVzgjB5YPW6h7t\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j7OKpdwoVzgjB5YPW6h7t\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j7OKpdwoVzgjB5YPW6h7t\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j7OKpdwoVzgjB5YPW6h7t\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/j7OKpdwoVzgjB5YPW6h7t,Good,Traditional,Suburban,"""[]""",sale
propmarket-F4nO0XrUILj-vFaZTz-k3,propmarket,"3 Bedrooms, House","Welcome to this 3 bedroom house in Ha Lesia, e fana ka libedroom tse 3, bathroom tse 2 ,1 fitted with bathtub, shower head.\nSitting room, dining room, lease available, valuation report available, single garage, wall fencing, lockable gate","Thepa ena ya mofuta wa house e fumaneha Ha Lesia, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1700000.0,LSL,Maseru,"Ha Lesia, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-F4nO0XrUILj-vFaZTz-k3\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-F4nO0XrUILj-vFaZTz-k3\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-F4nO0XrUILj-vFaZTz-k3\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-F4nO0XrUILj-vFaZTz-k3\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/F4nO0XrUILj-vFaZTz-k3,Good,Traditional,Suburban,"""[\""garage\"", \""bathtub\"", \""shower\"", \""walled property\""]""",sale
propmarket-OIdYZElsdeDyv41F4x5il,propmarket,"3 Bedrooms, House",This three bedroomed house is in Thetsane West. It is fully fitted and furnished. It ia secured with a wall capped with electric wire and electric gate.,"Thepa ena ya mofuta wa house e fumaneha Thetsane West, Maseru. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 25,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",25000.0,LSL,Maseru,"Thetsane West, Maseru",House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-OIdYZElsdeDyv41F4x5il\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-OIdYZElsdeDyv41F4x5il\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-OIdYZElsdeDyv41F4x5il\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-OIdYZElsdeDyv41F4x5il\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/OIdYZElsdeDyv41F4x5il,Good,Traditional,Suburban,"""[\""furnished\"", \""walled property\""]""",rent
propmarket-0QFUac0OuPntEvs1dcaLz,propmarket,"2 Bedrooms, House",4 room house Qeme hHa Mohasoa. Form C e teng. Motlakase o teng le ona.,"Thepa ena ya mofuta wa house e fumaneha Ha Mohasoa, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 250,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",250000.0,LSL,Maseru,"Ha Mohasoa, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-0QFUac0OuPntEvs1dcaLz\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/0QFUac0OuPntEvs1dcaLz,Good,Traditional,Suburban,"""[]""",sale
propmarket-R1EHwI39jo3u1vRoZT8zr,propmarket,"4 Bedrooms, House",4 Fully fitted bedrooms with master ensuite.\nseparate bathroom\nfitted kitchen\nlounge\ndining\ngarage\nspace for extension \nideal for both office and residential,"Thepa ena ya mofuta wa house e fumaneha Lower Thetsane, Maseru. E na le dikamore tse 4 le dibate tse 1 mme e fumaneha ka theko ya M 3,400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3400000.0,LSL,Maseru,"Lower Thetsane, Maseru",House,4,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-R1EHwI39jo3u1vRoZT8zr\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/R1EHwI39jo3u1vRoZT8zr,Good,Contemporary,Suburban,"""[\""garage\"", \""office-ready\""]""",sale
propmarket-I49JRUkwwGMgsdO6f8JMf,propmarket,Village Shopping Complex,This vilage shopping complex is at Ha-Foso Lema with 4 units.,"Thepa ena ya mofuta wa commercial e fumaneha Ha Foso, Berea. E na le sebaka sena le dibate tse 1 mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000.0,LSL,Berea,"Ha Foso, Berea",Commercial,0,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-I49JRUkwwGMgsdO6f8JMf\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-I49JRUkwwGMgsdO6f8JMf\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-I49JRUkwwGMgsdO6f8JMf\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-I49JRUkwwGMgsdO6f8JMf\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/I49JRUkwwGMgsdO6f8JMf,Good,Contemporary,Urban,"""[]""",sale
propmarket-4Jzf7HXyRaHeAHAkf22QO,propmarket,"3 Bedrooms, House","3 bedroom house in Lithabaneng, 2 bathrooms","Thepa ena ya mofuta wa house e fumaneha Lithabaneng, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1200000.0,LSL,Maseru,"Lithabaneng, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4Jzf7HXyRaHeAHAkf22QO\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/4Jzf7HXyRaHeAHAkf22QO,Good,Traditional,Suburban,"""[]""",sale
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,"3 Bedrooms, House","This is a double story, three roomed house at Ha Pena pena opposite Green City .It is fully fitted at 2m. It has a very tight security.","Thepa ena ya mofuta wa house e fumaneha Matebeleng (ha Penapena), Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000.0,LSL,Maseru,"Matebeleng (ha Penapena), Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N1X4WI2f98bpGHq_NFisR\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/N1X4WI2f98bpGHq_NFisR,Good,Traditional,Urban,"""[\""security\""]""",sale
propmarket-XG8eL6O2ivKvbk3Mo9gPE,propmarket,"4 Bedrooms, House","This house is in Maseru Happy Villa and under\nconstruction, has 4 bedrooms with 4 ensuites and built-in closet. It also has open Lounge, Dinning room, kitchen and Sculler, one office or study room, a gym, double garage, guest toilet, a storeroom, a toilet for housemate, concrete patio, Swarland, aluminium windows and doors and wooden doors..floor area is 457sm.....at a total price of 6.35m","Thepa ena ya mofuta wa house e fumaneha Happy Villa, Maseru. E na le dikamore tse 4 le dibate tse 4 mme e fumaneha ka theko ya M 6,350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6350000.0,LSL,Maseru,"Happy Villa, Maseru",House,4,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XG8eL6O2ivKvbk3Mo9gPE\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/XG8eL6O2ivKvbk3Mo9gPE,Good,Contemporary,Suburban,"""[\""garage\"", \""office-ready\""]""",sale
propmarket-cLapWASFVCs_QIY5vAVMY,propmarket,"3 Bedrooms, House",3 bedrooms \nTshifalimali \n5 minutes from tar road,"Thepa ena ya mofuta wa house e fumaneha Hlotse, Leribe. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 950,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",950000.0,LSL,Leribe,"Hlotse, Leribe",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cLapWASFVCs_QIY5vAVMY\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/cLapWASFVCs_QIY5vAVMY,Good,Traditional,Urban,"""[\""road access\"", \""tar road\""]""",sale
