property_id,source,title,district_canonical,locality,listing_intent,price,bedrooms,bathrooms,image_count,sample_image_1,sample_image_2,sample_image_3,listing_url,current_cnn_property_type,current_cnn_bedroom_class,current_style,current_environment,current_condition,suggested_bedrooms_from_text,suggested_cnn_bedroom_class,suggested_style,suggested_environment,suggested_condition,review_flags,review_priority,approved_for_training,review_status,reviewed_bedrooms,reviewed_cnn_bedroom_class,reviewed_style,reviewed_environment,reviewed_condition,reviewer_notes,reviewed_price,reviewed_listing_intent
propmarket-DrJCrRkJw95EXBdhYcmvv,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Makhoakhoeng,sale,2000000,4,4,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-DrJCrRkJw95EXBdhYcmvv\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-DrJCrRkJw95EXBdhYcmvv\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-DrJCrRkJw95EXBdhYcmvv\image_3.jpg,https://www.propmarket.co.ls/properties/DrJCrRkJw95EXBdhYcmvv,House,4,Family,Garden,Good,4.0,4,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-eKtZPqpFnWagM96VvdNEm,propmarket,House,Berea,Khubetsoana,sale,870000,2,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-eKtZPqpFnWagM96VvdNEm\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-eKtZPqpFnWagM96VvdNEm\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-eKtZPqpFnWagM96VvdNEm\image_3.jpg,https://www.propmarket.co.ls/properties/eKtZPqpFnWagM96VvdNEm,House,2,Traditional,Suburban,Good,,,,,,,low,yes,pending,,,,,,,,
propmarket-_7r_OHVPYyShfQ4a1C5iR,propmarket,"3 Bedrooms, House",Maseru,Matebeleng (ha Penapena),sale,1650000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-_7r_OHVPYyShfQ4a1C5iR\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-_7r_OHVPYyShfQ4a1C5iR\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-_7r_OHVPYyShfQ4a1C5iR\image_3.jpg,https://www.propmarket.co.ls/properties/_7r_OHVPYyShfQ4a1C5iR,House,3,Traditional,Urban,Good,3.0,3,,Urban,,,low,yes,pending,,,,,,,,
propmarket-O7-7uG7XBPFqSDMvjAK-q,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Mazenod,sale,790000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O7-7uG7XBPFqSDMvjAK-q\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O7-7uG7XBPFqSDMvjAK-q\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O7-7uG7XBPFqSDMvjAK-q\image_3.jpg,https://www.propmarket.co.ls/properties/O7-7uG7XBPFqSDMvjAK-q,House,3,Traditional,Hillside,Good,3.0,3,,Hillside,,,low,yes,pending,,,,,,,,
propmarket-mL1cMvyeAV8Y4eLF-1eKx,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Thetsane,sale,2800000,4,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mL1cMvyeAV8Y4eLF-1eKx\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mL1cMvyeAV8Y4eLF-1eKx\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mL1cMvyeAV8Y4eLF-1eKx\image_3.jpg,https://www.propmarket.co.ls/properties/mL1cMvyeAV8Y4eLF-1eKx,House,4,Traditional,Suburban,Good,4.0,4,,Suburban,,,low,yes,pending,,,,,,,,
propmarket-T35gU6I6C2_rb4DisUUSd,propmarket,House,Berea,Mapoteng,sale,55000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T35gU6I6C2_rb4DisUUSd\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T35gU6I6C2_rb4DisUUSd\image_2.png,,https://www.propmarket.co.ls/properties/T35gU6I6C2_rb4DisUUSd,House,2,Traditional,Urban,Good,,,,Urban,,price_low_for_sale|low_image_count,high,yes,reviewed,,,,,,nan Checked manually: keep. Low price may be plausible for a small 2-room house and weak servicing.,,
propmarket-YC3XPozCJANd8OtWIG21M,propmarket,"3 Bedrooms, House",Maseru,Masowe 2,rent,20000,3,3,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YC3XPozCJANd8OtWIG21M\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YC3XPozCJANd8OtWIG21M\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YC3XPozCJANd8OtWIG21M\image_3.jpg,https://www.propmarket.co.ls/properties/YC3XPozCJANd8OtWIG21M,House,3,Traditional,Urban,Good,3.0,3,,,,,low,yes,pending,,,,,,,,
propmarket-Ag2B3-jVbkea7aQOhCs0M,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Lower Thetsane,rent,35000,4,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ag2B3-jVbkea7aQOhCs0M\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ag2B3-jVbkea7aQOhCs0M\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ag2B3-jVbkea7aQOhCs0M\image_3.jpg,https://www.propmarket.co.ls/properties/Ag2B3-jVbkea7aQOhCs0M,House,4,Family,Garden,Good,4.0,4,Family,Suburban,,environment_mismatch:Garden->Suburban|possible_commercial_mix,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-QKGMw79wnUuLy3qo91gUp,propmarket,"1 Unit, 3 Bedrooms, House",Mohale's Hoek,Mohale's Hoek District,sale,2500000,3,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QKGMw79wnUuLy3qo91gUp\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QKGMw79wnUuLy3qo91gUp\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QKGMw79wnUuLy3qo91gUp\image_3.jpg,https://www.propmarket.co.ls/properties/QKGMw79wnUuLy3qo91gUp,House,3,Traditional,Hillside,Good,3.0,3,,,,,low,yes,pending,,,,,,,,
propmarket-K4RC6E05MYaUlpJjvzZrs,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Mazenod,sale,1250000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-K4RC6E05MYaUlpJjvzZrs\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-K4RC6E05MYaUlpJjvzZrs\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-K4RC6E05MYaUlpJjvzZrs\image_3.jpg,https://www.propmarket.co.ls/properties/K4RC6E05MYaUlpJjvzZrs,House,3,Family,Urban,Good,3.0,3,Family,Urban,,,low,yes,pending,,,,,,,,
propmarket-IGB_u0NO-YdMcU2P4Y5gn,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Katlehong,rent,20000,3,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IGB_u0NO-YdMcU2P4Y5gn\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IGB_u0NO-YdMcU2P4Y5gn\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IGB_u0NO-YdMcU2P4Y5gn\image_3.jpg,https://www.propmarket.co.ls/properties/IGB_u0NO-YdMcU2P4Y5gn,House,3,Family,Garden,Good,3.0,3,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-T54rOIcncaagQdinoCkYX,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,1 Unit,sale,2500000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T54rOIcncaagQdinoCkYX\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T54rOIcncaagQdinoCkYX\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T54rOIcncaagQdinoCkYX\image_3.jpg,https://www.propmarket.co.ls/properties/T54rOIcncaagQdinoCkYX,House,3,Modern,Garden,New,3.0,3,Modern,Garden,,,low,yes,pending,,,,,,,,
propmarket-2CFUoaCIwCd1l-DFYy5P0,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Thetsane West,sale,2000000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-2CFUoaCIwCd1l-DFYy5P0\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-2CFUoaCIwCd1l-DFYy5P0\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-2CFUoaCIwCd1l-DFYy5P0\image_3.jpg,https://www.propmarket.co.ls/properties/2CFUoaCIwCd1l-DFYy5P0,House,3,Modern,Suburban,New,3.0,3,Modern,Suburban,,,low,yes,pending,,,,,,,,
propmarket-BfaRxRjhHmxMEA2e2cHGG,propmarket,Malaene,Maseru,Maseru South,sale,220000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-BfaRxRjhHmxMEA2e2cHGG\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-BfaRxRjhHmxMEA2e2cHGG\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-BfaRxRjhHmxMEA2e2cHGG\image_3.jpg,https://www.propmarket.co.ls/properties/BfaRxRjhHmxMEA2e2cHGG,House,2,Traditional,Urban,New,,,Modern,Urban,New,style_mismatch:Traditional->Modern,medium,yes,pending,,,,,,,,
propmarket-QSy-moFe5DmZahW2GUmmh,propmarket,"1 Unit, 5 Bedrooms, House",Berea,Khubetsoana,sale,1900000,5,4,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QSy-moFe5DmZahW2GUmmh\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QSy-moFe5DmZahW2GUmmh\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-QSy-moFe5DmZahW2GUmmh\image_3.jpg,https://www.propmarket.co.ls/properties/QSy-moFe5DmZahW2GUmmh,House,5+,Traditional,Suburban,Good,5.0,5+,,,,,low,yes,pending,,,,,,,,
propmarket-wb4n0Rbvz3Y9IuKoCfUnJ,propmarket,"1 Unit, 1 Bedroom, House",Maseru,Ha Tsolo,sale,200000,1,0,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wb4n0Rbvz3Y9IuKoCfUnJ\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wb4n0Rbvz3Y9IuKoCfUnJ\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wb4n0Rbvz3Y9IuKoCfUnJ\image_3.jpg,https://www.propmarket.co.ls/properties/wb4n0Rbvz3Y9IuKoCfUnJ,House,1,Traditional,Urban,Good,1.0,1,,Urban,,,low,yes,pending,,,,,,,,
propmarket-SjwlnIr-wdhuZlpAriMhK,propmarket,House,Maseru,Mazenod,sale,385000,2,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SjwlnIr-wdhuZlpAriMhK\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SjwlnIr-wdhuZlpAriMhK\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SjwlnIr-wdhuZlpAriMhK\image_3.jpg,https://www.propmarket.co.ls/properties/SjwlnIr-wdhuZlpAriMhK,House,2,Traditional,Urban,Good,,,,Urban,,,low,yes,pending,,,,,,,,
propmarket-COK7x2IaR44RtYWMzf3u_,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,1 Unit,sale,1400000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-COK7x2IaR44RtYWMzf3u_\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-COK7x2IaR44RtYWMzf3u_\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-COK7x2IaR44RtYWMzf3u_\image_3.jpg,https://www.propmarket.co.ls/properties/COK7x2IaR44RtYWMzf3u_,House,3,Family,Garden,Good,3.0,3,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-hqQlr-gSZWjnLncwKu3Ck,propmarket,"3 Bedrooms, House",Maseru,Sefate Sa Bophelo English Medium School,sale,1850000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-hqQlr-gSZWjnLncwKu3Ck\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-hqQlr-gSZWjnLncwKu3Ck\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-hqQlr-gSZWjnLncwKu3Ck\image_3.jpg,https://www.propmarket.co.ls/properties/hqQlr-gSZWjnLncwKu3Ck,House,3,Contemporary,Urban,Good,3.0,3,,Suburban,,environment_mismatch:Urban->Suburban|possible_commercial_mix,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-miNavCueXULaOSmmBmsJi,propmarket,"1 Unit, 3 Bedrooms, House",Berea,Khubetsoana,rent,6000,3,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-miNavCueXULaOSmmBmsJi\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-miNavCueXULaOSmmBmsJi\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-miNavCueXULaOSmmBmsJi\image_3.jpg,https://www.propmarket.co.ls/properties/miNavCueXULaOSmmBmsJi,House,3,Traditional,Hillside,Good,3.0,3,,Hillside,,,low,yes,pending,,,,,,,,
propmarket-JnOjQJ55dHiGtwfGWb4fr,propmarket,"3 Bedrooms, House",Berea,Koalabata,sale,1700000,3,2,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-JnOjQJ55dHiGtwfGWb4fr\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-JnOjQJ55dHiGtwfGWb4fr\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-JnOjQJ55dHiGtwfGWb4fr\image_3.jpg,https://www.propmarket.co.ls/properties/JnOjQJ55dHiGtwfGWb4fr,House,3,Family,Urban,Good,3.0,3,Family,,,,low,yes,pending,,,,,,,,
sotholand-7f497df10693,sotholand,Double storey house,Maseru,Hillsview,rent,30000,3,2,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-7f497df10693\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-7f497df10693\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-7f497df10693\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=7f497df10693,House,3,Traditional,Hillside,Good,3.0,3,,Hillside,,,low,yes,pending,,,,,,,,
sotholand-19ac5378af01,sotholand,Ground Floor,Maseru,Thetsane Lesia,rent,15000,3,2,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-19ac5378af01\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-19ac5378af01\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-19ac5378af01\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=19ac5378af01,House,3,Traditional,Suburban,Good,3.0,3,,Suburban,,,low,yes,pending,,,,,,,,
sotholand-89fded66c98b,sotholand,Ground Floor,Maseru,serene Ha Pena-Pena neighborhood,sale,1300000,3,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-89fded66c98b\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-89fded66c98b\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-89fded66c98b\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=89fded66c98b,House,3,Family,Suburban,Good,,,Family,,,,low,yes,pending,,,,,,,,
sotholand-76298e9a4a9f,sotholand,Ground Floor,Maseru,Naledi,rent,4080,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-76298e9a4a9f\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-76298e9a4a9f\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-76298e9a4a9f\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=76298e9a4a9f,House,2,Traditional,Suburban,Good,2.0,2,,,,,low,yes,pending,,,,,,,,
sotholand-1aa9314b69,sotholand,Batchelor,Maseru,Arrival Center,rent,7000,1,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-1aa9314b69\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-1aa9314b69\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-1aa9314b69\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=1aa9314b69,House,1,Traditional,Urban,Good,1.0,1,,Urban,,,low,yes,pending,,,,,,,,
sotholand-723bca40986,sotholand,Ground Floor,Maseru,Hillsview,rent,25000,3,2,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-723bca40986\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-723bca40986\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-723bca40986\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=723bca40986,House,3,Traditional,Hillside,Good,3.0,3,,Hillside,,,low,yes,pending,,,,,,,,
sotholand-5bee4c67a368,sotholand,Ground Floor,Maseru,Lower Thetsane,sale,3000000,4,2,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-5bee4c67a368\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-5bee4c67a368\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-5bee4c67a368\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=5bee4c67a368,House,4,Traditional,Suburban,Good,4.0,4,,Suburban,,,low,yes,pending,,,,,,,,
sotholand-12a1456f5e67,sotholand,Double storey house,Maseru,Lower Thetsane,sale,1000000,3,3,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-12a1456f5e67\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-12a1456f5e67\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-12a1456f5e67\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=12a1456f5e67,House,3,Traditional,Suburban,Good,3.0,3,,Suburban,,,low,yes,pending,,,,,,,,
sotholand-8f94312669ec,sotholand,Ground floor,Maseru,Khubelu,rent,15000,3,2,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-8f94312669ec\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-8f94312669ec\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\sotholand\sotholand-8f94312669ec\image_3.jpg,https://sotholandproperties.co.ls/property-details?id=8f94312669ec,House,3,Traditional,Suburban,Good,,,,,,,low,yes,pending,,,,,,,,
moso-stand-alone-house-high-court-25,mosoholdings,Stand Alone House,Maseru,High Court,rent,10000,2,2,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-high-court-25\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0TTBqGDSTRv55X4KW6kWxmLDQgja5kWFPrQ37WVWwSqMGE8x8GiU6vv2ybz99zJPxl,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-compounded-house-maseru-west-26,mosoholdings,Compounded House,Maseru,Maseru West,rent,6500,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-compounded-house-maseru-west-26\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02DqNwMJJC2iMtrGSg1PaoojrPPxT6t29ej8DosowzN9qfB2qEc9va8BM3dNNT2cVNl,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-compounded-house-section-8-villamore-house-4-and-14-27,mosoholdings,Compounded House,Maseru,Section 8 Villamore House #4 and #14,sale,750000,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-compounded-house-section-8-villamore-house-4-and-14-27\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02aUydBkikXqB4CeKoNAmuG4AK8tFWarVauEGybEmtBTV6JRjxuQPjqUkB4DALgbjrl,House,2,Family,Garden,Good,,,Family,Garden,,low_image_count,medium,yes,pending,,,,,,,,
moso-compounded-house-maseru-private-hospital-area-28,mosoholdings,Compounded House,Maseru,Maseru Private Hospital Area,rent,7000,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-compounded-house-maseru-private-hospital-area-28\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0TTBqGDSTRv55X4KW6kWxmLDQgja5kWFPrQ37WVWwSqMGE8x8GiU6vv2ybz99zJPxl,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-stand-alone-house-fairview-lower-thetsane-29,mosoholdings,Stand Alone House,Maseru,Fairview,rent,9000,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-fairview-lower-thetsane-29\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02DqNwMJJC2iMtrGSg1PaoojrPPxT6t29ej8DosowzN9qfB2qEc9va8BM3dNNT2cVNl,House,2,Traditional,Hillside,Good,1.0,1,,Suburban,,bedroom_mismatch:2->1|environment_mismatch:Hillside->Suburban|low_image_count,high,yes,reviewed,1,1,,,,Auto-corrected bedroom label from 2 to 1 using title/description text. Auto-corrected bedroom label from 2 to 1 using title/description text.,,
moso-stand-alone-house-thetsane-west-30,mosoholdings,Stand Alone House,Maseru,Thetsane West,rent,30000,4,3,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-thetsane-west-30\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02aUydBkikXqB4CeKoNAmuG4AK8tFWarVauEGybEmtBTV6JRjxuQPjqUkB4DALgbjrl,House,4,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-double-storey-stand-alone-house-katlehong-31,mosoholdings,Double Storey Stand Alone House,Maseru,Katlehong,rent,30000,3,2,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-double-storey-stand-alone-house-katlehong-31\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0CuyXkwrMp2gKJ47eH6VwgzLowy8zx6XrojhH3ufnWtJiXEoNweV3Pi2QWKpYjcaXl,House,3,Traditional,Suburban,Good,,,Contemporary,Suburban,,style_mismatch:Traditional->Contemporary|low_image_count,medium,yes,pending,,,,,,,,
moso-stand-alone-house-thetsane-west-32,mosoholdings,Stand Alone House,Maseru,Thetsane West,rent,13000,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-thetsane-west-32\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0ipfmfMhdsX47pRuVX2skGMJzKqn8a5pzEf8rs9ibpjPZzNJe3HbZ7Xied2Tyq1P6l,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-stand-alone-house-masowe-3-33,mosoholdings,Stand Alone House,Maseru,Masowe 3,rent,6000,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-masowe-3-33\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02wkiuJ4KcUvbRCF2jQ1pSg2ryVN2X7t1K2dFKc4ZQpAEb3cetFXx7UFnREeoUKVdzl,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-stand-alone-house-thetsane-west-34,mosoholdings,Stand Alone House,Maseru,Thetsane West,rent,10000,2,2,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-stand-alone-house-thetsane-west-34\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02r6sg7ecBX1AAhNXMMNRSSyYUF8miC8oGiTD9spDYgfMv4MRjPiFsp4dJi9Rc9r27l,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
moso-double-storey-stand-alone-house-thetsane-west-35,mosoholdings,Double Storey Stand Alone House,Maseru,Thetsane West,rent,20000,3,2,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\mosoholdings\moso-double-storey-stand-alone-house-thetsane-west-35\image_1.jpg,,,https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0ipfmfMhdsX47pRuVX2skGMJzKqn8a5pzEf8rs9ibpjPZzNJe3HbZ7Xied2Tyq1P6l,House,3,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
